class1,class2,count
beet_salad,sushi,5
huevos_rancheros,pad_thai,5
escargots,ramen,5
donuts,pancakes,5
macaroni_and_cheese,waffles,5
beet_salad,mussels,5
macaroni_and_cheese,spaghetti_carbonara,5
scallops,spaghetti_bolognese,5
beet_salad,sashimi,5
huevos_rancheros,pancakes,5
gyoza,omelette,5
chicken_wings,onion_rings,4
fried_calamari,gyoza,4
chicken_curry,grilled_salmon,4
fried_rice,lasagna,4
cannoli,sushi,4
hummus,prime_rib,4
french_onion_soup,prime_rib,4
french_onion_soup,french_toast,4
poutine,spaghetti_carbonara,4
grilled_salmon,gyoza,4
peking_duck,tiramisu,4
beet_salad,eggs_benedict,4
beef_tartare,pad_thai,4
beef_tartare,spaghetti_bolognese,4
filet_mignon,fried_calamari,4
french_fries,greek_salad,4
hot_and_sour_soup,pancakes,4
hot_and_sour_soup,lobster_bisque,4
escargots,waffles,4
chicken_curry,lasagna,4
chicken_curry,filet_mignon,4
chicken_curry,prime_rib,4
deviled_eggs,scallops,4
fish_and_chips,french_fries,4
hot_and_sour_soup,spaghetti_bolognese,4
chocolate_mousse,ice_cream,4
chocolate_mousse,deviled_eggs,4
escargots,prime_rib,4
pad_thai,risotto,4
mussels,paella,4
baby_back_ribs,prime_rib,4
oysters,ramen,4
carrot_cake,chocolate_cake,4
hot_and_sour_soup,lasagna,4
fried_calamari,paella,4
lasagna,paella,4
ceviche,paella,4
eggs_benedict,tacos,4
eggs_benedict,hamburger,4
grilled_salmon,huevos_rancheros,4
churros,peking_duck,4
prime_rib,tiramisu,4
cannoli,carrot_cake,4
apple_pie,pancakes,4
french_onion_soup,hot_and_sour_soup,4
pancakes,ramen,4
deviled_eggs,macarons,4
chicken_wings,ice_cream,4
chocolate_mousse,pancakes,4
bibimbap,spaghetti_bolognese,4
bibimbap,croque_madame,4
deviled_eggs,eggs_benedict,4
ceviche,cheese_plate,4
ramen,spaghetti_bolognese,4
dumplings,ramen,4
caprese_salad,scallops,4
lasagna,prime_rib,4
scallops,sushi,4
chicken_wings,peking_duck,4
eggs_benedict,peking_duck,4
edamame,greek_salad,4
edamame,prime_rib,4
eggs_benedict,panna_cotta,4
filet_mignon,scallops,4
chicken_curry,lobster_bisque,4
beignets,pancakes,4
guacamole,spaghetti_bolognese,4
greek_salad,nachos,4
greek_salad,tacos,4
pho,spaghetti_carbonara,4
cheese_plate,pancakes,4
beef_carpaccio,falafel,4
french_toast,fried_calamari,4
fried_calamari,pulled_pork_sandwich,4
fish_and_chips,fried_calamari,4
bruschetta,eggs_benedict,4
bruschetta,lasagna,4
caprese_salad,edamame,4
french_toast,prime_rib,4
ceviche,spring_rolls,4
pancakes,pulled_pork_sandwich,4
escargots,french_toast,4
french_toast,peking_duck,4
french_toast,grilled_cheese_sandwich,4
club_sandwich,grilled_cheese_sandwich,4
ceviche,strawberry_shortcake,4
hamburger,pad_thai,4
chocolate_cake,filet_mignon,4
lasagna,macaroni_and_cheese,4
nachos,pad_thai,4
hamburger,pulled_pork_sandwich,4
croque_madame,french_onion_soup,4
french_toast,onion_rings,4
fish_and_chips,french_toast,4
escargots,ravioli,4
grilled_salmon,spaghetti_bolognese,4
crab_cakes,grilled_salmon,4
ceviche,huevos_rancheros,4
pho,ramen,4
hummus,lobster_bisque,4
french_onion_soup,hummus,4
beef_carpaccio,caesar_salad,4
beet_salad,nachos,4
cup_cakes,pancakes,4
fish_and_chips,lobster_roll_sandwich,4
pad_thai,waffles,4
huevos_rancheros,nachos,4
nachos,sushi,4
ramen,waffles,4
ceviche,foie_gras,4
lobster_roll_sandwich,tacos,4
chicken_curry,hot_and_sour_soup,4
grilled_cheese_sandwich,pulled_pork_sandwich,4
ice_cream,pancakes,4
dumplings,sushi,4
filet_mignon,pork_chop,4
guacamole,spaghetti_carbonara,4
prime_rib,strawberry_shortcake,4
gnocchi,macaroni_and_cheese,4
club_sandwich,french_toast,4
club_sandwich,sushi,4
greek_salad,sushi,4
clam_chowder,escargots,4
breakfast_burrito,ramen,3
chocolate_cake,club_sandwich,3
cannoli,club_sandwich,3
donuts,prime_rib,3
donuts,fried_calamari,3
bruschetta,pad_thai,3
bruschetta,greek_salad,3
bruschetta,caprese_salad,3
pad_thai,tiramisu,3
lasagna,tiramisu,3
chicken_wings,spaghetti_bolognese,3
cheesecake,pork_chop,3
gyoza,sushi,3
beignets,onion_rings,3
onion_rings,tiramisu,3
filet_mignon,onion_rings,3
huevos_rancheros,prime_rib,3
beet_salad,huevos_rancheros,3
bruschetta,lobster_roll_sandwich,3
chicken_curry,omelette,3
fried_rice,spaghetti_carbonara,3
fried_calamari,hummus,3
filet_mignon,hamburger,3
filet_mignon,shrimp_and_grits,3
chicken_wings,churros,3
fried_rice,grilled_salmon,3
ice_cream,steak,3
cup_cakes,macaroni_and_cheese,3
poutine,ramen,3
croque_madame,grilled_salmon,3
beet_salad,croque_madame,3
beef_tartare,ramen,3
caprese_salad,eggs_benedict,3
miso_soup,panna_cotta,3
french_fries,spaghetti_carbonara,3
frozen_yogurt,pad_thai,3
frozen_yogurt,greek_salad,3
beet_salad,frozen_yogurt,3
dumplings,fried_calamari,3
dumplings,eggs_benedict,3
escargots,fried_calamari,3
caesar_salad,pad_thai,3
ceviche,deviled_eggs,3
deviled_eggs,hamburger,3
beet_salad,deviled_eggs,3
hamburger,hummus,3
dumplings,edamame,3
peking_duck,steak,3
chicken_curry,red_velvet_cake,3
beet_salad,pad_thai,3
ceviche,spaghetti_bolognese,3
french_fries,pancakes,3
french_fries,prime_rib,3
hot_and_sour_soup,spaghetti_carbonara,3
clam_chowder,pancakes,3
gnocchi,ramen,3
pancakes,sashimi,3
spaghetti_bolognese,spring_rolls,3
filet_mignon,spaghetti_bolognese,3
breakfast_burrito,hamburger,3
breakfast_burrito,prime_rib,3
hot_dog,pulled_pork_sandwich,3
spaghetti_bolognese,steak,3
escargots,filet_mignon,3
creme_brulee,lasagna,3
ramen,risotto,3
ravioli,risotto,3
mussels,oysters,3
baby_back_ribs,pulled_pork_sandwich,3
baby_back_ribs,pad_thai,3
croque_madame,oysters,3
carrot_cake,cheese_plate,3
lasagna,scallops,3
red_velvet_cake,strawberry_shortcake,3
churros,french_toast,3
pork_chop,tiramisu,3
club_sandwich,fried_calamari,3
club_sandwich,ravioli,3
beet_salad,scallops,3
prime_rib,scallops,3
caesar_salad,ravioli,3
lobster_roll_sandwich,spaghetti_bolognese,3
lobster_roll_sandwich,pancakes,3
lobster_roll_sandwich,pulled_pork_sandwich,3
macarons,sashimi,3
greek_salad,tuna_tartare,3
filet_mignon,tuna_tartare,3
cup_cakes,pad_thai,3
cup_cakes,waffles,3
bibimbap,prime_rib,3
chocolate_cake,ice_cream,3
spaghetti_carbonara,takoyaki,3
baby_back_ribs,lasagna,3
pulled_pork_sandwich,steak,3
fried_calamari,macarons,3
macarons,sushi,3
dumplings,pad_thai,3
frozen_yogurt,hummus,3
hummus,takoyaki,3
risotto,spaghetti_carbonara,3
lasagna,ravioli,3
hummus,lasagna,3
fried_calamari,pancakes,3
beet_salad,fried_calamari,3
peking_duck,prime_rib,3
eggs_benedict,french_toast,3
french_toast,waffles,3
peking_duck,waffles,3
chicken_wings,pork_chop,3
garlic_bread,pork_chop,3
hamburger,pork_chop,3
edamame,onion_rings,3
croque_madame,panna_cotta,3
cheese_plate,club_sandwich,3
hamburger,peking_duck,3
filet_mignon,peking_duck,3
ceviche,tacos,3
guacamole,tacos,3
chicken_wings,guacamole,3
pork_chop,ravioli,3
escargots,omelette,3
macaroni_and_cheese,ramen,3
croque_madame,eggs_benedict,3
croque_madame,hamburger,3
croque_madame,french_toast,3
grilled_cheese_sandwich,grilled_salmon,3
grilled_cheese_sandwich,lasagna,3
chicken_wings,grilled_cheese_sandwich,3
baby_back_ribs,fish_and_chips,3
baby_back_ribs,steak,3
french_toast,tacos,3
ravioli,spaghetti_carbonara,3
chicken_wings,prime_rib,3
breakfast_burrito,pulled_pork_sandwich,3
club_sandwich,pulled_pork_sandwich,3
churros,club_sandwich,3
ceviche,poutine,3
ramen,ravioli,3
carrot_cake,spaghetti_bolognese,3
ceviche,greek_salad,3
caesar_salad,greek_salad,3
spaghetti_carbonara,waffles,3
chicken_wings,spring_rolls,3
fried_calamari,grilled_cheese_sandwich,3
ceviche,eggs_benedict,3
eggs_benedict,waffles,3
hummus,scallops,3
macaroni_and_cheese,omelette,3
spaghetti_bolognese,waffles,3
hummus,macarons,3
garlic_bread,peking_duck,3
paella,poutine,3
croque_madame,ravioli,3
french_onion_soup,macarons,3
bread_pudding,croque_madame,3
eggs_benedict,prime_rib,3
ceviche,fish_and_chips,3
cheese_plate,french_fries,3
cannoli,grilled_salmon,3
strawberry_shortcake,sushi,3
pad_thai,peking_duck,3
apple_pie,pad_thai,3
apple_pie,french_toast,3
cup_cakes,spaghetti_bolognese,3
lasagna,omelette,3
french_toast,omelette,3
grilled_salmon,omelette,3
baby_back_ribs,peking_duck,3
pancakes,scallops,3
chicken_curry,macaroni_and_cheese,3
hot_and_sour_soup,panna_cotta,3
bread_pudding,prime_rib,3
edamame,ice_cream,3
edamame,french_fries,3
filet_mignon,grilled_salmon,3
croque_madame,escargots,3
lobster_roll_sandwich,steak,3
apple_pie,ravioli,3
caprese_salad,strawberry_shortcake,3
caprese_salad,prime_rib,3
bread_pudding,lasagna,3
huevos_rancheros,lobster_roll_sandwich,3
french_toast,lasagna,3
edamame,french_toast,3
huevos_rancheros,lasagna,3
lobster_bisque,pho,3
cheesecake,pancakes,3
cheesecake,lobster_bisque,3
clam_chowder,prime_rib,3
beef_carpaccio,caprese_salad,3
huevos_rancheros,spaghetti_bolognese,3
grilled_salmon,pizza,3
dumplings,hummus,3
cheese_plate,hot_dog,3
chicken_wings,garlic_bread,3
garlic_bread,prime_rib,3
eggs_benedict,grilled_salmon,3
fried_calamari,hamburger,3
donuts,eggs_benedict,3
carrot_cake,cup_cakes,3
beef_tartare,ravioli,3
baby_back_ribs,mussels,3
guacamole,prime_rib,3
hummus,pad_thai,3
tacos,waffles,3
chicken_wings,fish_and_chips,3
beignets,lasagna,3
fish_and_chips,pad_thai,3
fish_and_chips,spaghetti_carbonara,3
bibimbap,filet_mignon,3
croque_madame,gyoza,3
bibimbap,ravioli,3
greek_salad,ramen,3
gnocchi,risotto,3
ceviche,chicken_curry,3
chocolate_cake,pancakes,3
beef_tartare,pancakes,3
beef_carpaccio,filet_mignon,3
cup_cakes,macarons,3
chocolate_cake,mussels,3
fried_rice,seaweed_salad,3
hummus,ravioli,3
fish_and_chips,spaghetti_bolognese,3
dumplings,pancakes,3
escargots,pizza,3
chicken_curry,eggs_benedict,3
foie_gras,hamburger,3
beet_salad,foie_gras,3
apple_pie,filet_mignon,3
lobster_roll_sandwich,nachos,3
beet_salad,peking_duck,3
ramen,scallops,3
oysters,pho,3
chicken_curry,pancakes,3
donuts,french_toast,3
fried_calamari,waffles,3
grilled_cheese_sandwich,prime_rib,3
filet_mignon,ice_cream,3
ceviche,nachos,3
beet_salad,hamburger,3
chicken_quesadilla,tacos,3
ceviche,fried_calamari,3
lobster_roll_sandwich,pad_thai,3
oysters,pad_thai,3
ceviche,mussels,3
omelette,prime_rib,3
breakfast_burrito,french_toast,2
bibimbap,club_sandwich,2
club_sandwich,sashimi,2
baby_back_ribs,donuts,2
bruschetta,spaghetti_bolognese,2
chicken_wings,pad_thai,2
bibimbap,tacos,2
beet_salad,bibimbap,2
bibimbap,ceviche,2
beef_carpaccio,bibimbap,2
gyoza,pad_thai,2
ceviche,gyoza,2
cannoli,gyoza,2
fish_and_chips,gyoza,2
gyoza,pancakes,2
macarons,onion_rings,2
onion_rings,pancakes,2
onion_rings,shrimp_and_grits,2
beef_carpaccio,ceviche,2
bruschetta,huevos_rancheros,2
filet_mignon,huevos_rancheros,2
chicken_curry,fried_calamari,2
fried_rice,red_velvet_cake,2
pad_thai,sushi,2
ice_cream,sushi,2
bread_pudding,ravioli,2
bread_pudding,pork_chop,2
beet_salad,risotto,2
chocolate_mousse,grilled_salmon,2
chocolate_mousse,croque_madame,2
chocolate_mousse,ramen,2
chicken_wings,filet_mignon,2
cheese_plate,churros,2
beignets,churros,2
chocolate_mousse,oysters,2
fried_rice,huevos_rancheros,2
clam_chowder,macaroni_and_cheese,2
clam_chowder,lasagna,2
beef_tartare,steak,2
fried_calamari,steak,2
cup_cakes,strawberry_shortcake,2
club_sandwich,french_fries,2
filet_mignon,tiramisu,2
chicken_wings,tiramisu,2
baby_back_ribs,beet_salad,2
beef_tartare,foie_gras,2
garlic_bread,lasagna,2
caprese_salad,nachos,2
french_onion_soup,spaghetti_bolognese,2
panna_cotta,ramen,2
panna_cotta,scallops,2
lobster_bisque,panna_cotta,2
panna_cotta,ravioli,2
french_fries,spaghetti_bolognese,2
clam_chowder,hot_and_sour_soup,2
dumplings,macaroni_and_cheese,2
deviled_eggs,dumplings,2
deviled_eggs,greek_salad,2
hummus,steak,2
deviled_eggs,samosa,2
eggs_benedict,samosa,2
samosa,scallops,2
beet_salad,pancakes,2
deviled_eggs,escargots,2
ceviche,french_fries,2
french_fries,hot_dog,2
chocolate_mousse,sashimi,2
beef_carpaccio,chocolate_mousse,2
cheese_plate,chocolate_mousse,2
macaroni_and_cheese,poutine,2
baklava,macaroni_and_cheese,2
fried_calamari,macaroni_and_cheese,2
baklava,lasagna,2
baklava,garlic_bread,2
gnocchi,pad_thai,2
ramen,sashimi,2
sashimi,spring_rolls,2
breakfast_burrito,donuts,2
donuts,sushi,2
bibimbap,guacamole,2
guacamole,hummus,2
guacamole,tuna_tartare,2
breakfast_burrito,samosa,2
breakfast_burrito,chicken_wings,2
hot_dog,pancakes,2
beef_tartare,nachos,2
chicken_curry,escargots,2
creme_brulee,french_onion_soup,2
creme_brulee,pancakes,2
frozen_yogurt,spring_rolls,2
risotto,scallops,2
chicken_quesadilla,macaroni_and_cheese,2
gnocchi,lobster_roll_sandwich,2
dumplings,oysters,2
carrot_cake,pancakes,2
bibimbap,hot_and_sour_soup,2
paella,shrimp_and_grits,2
lobster_roll_sandwich,spaghetti_carbonara,2
poutine,prime_rib,2
caprese_salad,poutine,2
fish_and_chips,huevos_rancheros,2
eggs_benedict,pad_thai,2
eggs_benedict,spaghetti_bolognese,2
hot_dog,poutine,2
carrot_cake,garlic_bread,2
club_sandwich,spaghetti_bolognese,2
club_sandwich,pancakes,2
foie_gras,pancakes,2
peking_duck,scallops,2
greek_salad,scallops,2
apple_pie,samosa,2
apple_pie,sushi,2
caesar_salad,crab_cakes,2
fried_calamari,ramen,2
beet_salad,gnocchi,2
dumplings,macarons,2
fried_calamari,scallops,2
hamburger,tuna_tartare,2
hamburger,spring_rolls,2
beignets,red_velvet_cake,2
lasagna,red_velvet_cake,2
fried_calamari,ice_cream,2
greek_salad,ice_cream,2
caprese_salad,cup_cakes,2
deviled_eggs,ravioli,2
cheese_plate,pad_thai,2
miso_soup,red_velvet_cake,2
ice_cream,ramen,2
hamburger,ice_cream,2
pancakes,steak,2
hamburger,waffles,2
pulled_pork_sandwich,waffles,2
caesar_salad,tacos,2
onion_rings,pad_thai,2
ceviche,dumplings,2
hamburger,scallops,2
cannoli,scallops,2
ceviche,takoyaki,2
hummus,risotto,2
baby_back_ribs,risotto,2
cannoli,chocolate_mousse,2
bibimbap,eggs_benedict,2
hot_and_sour_soup,pad_thai,2
ceviche,scallops,2
crab_cakes,scallops,2
baklava,fried_calamari,2
foie_gras,grilled_salmon,2
chicken_curry,foie_gras,2
foie_gras,peking_duck,2
ravioli,waffles,2
bread_pudding,ramen,2
bread_pudding,lobster_bisque,2
bread_pudding,escargots,2
chocolate_cake,panna_cotta,2
club_sandwich,hot_dog,2
french_toast,poutine,2
hamburger,shrimp_and_grits,2
chicken_curry,hummus,2
pad_thai,tacos,2
pancakes,poutine,2
lobster_roll_sandwich,poutine,2
pork_chop,pulled_pork_sandwich,2
beignets,fried_calamari,2
beignets,cheese_plate,2
churros,french_fries,2
grilled_salmon,tiramisu,2
frozen_yogurt,ramen,2
croque_madame,peking_duck,2
cannoli,chicken_quesadilla,2
chicken_quesadilla,ravioli,2
bibimbap,sashimi,2
sushi,tuna_tartare,2
baby_back_ribs,pancakes,2
baby_back_ribs,ceviche,2
ceviche,guacamole,2
guacamole,pad_thai,2
guacamole,huevos_rancheros,2
beignets,fish_and_chips,2
beignets,scallops,2
beignets,donuts,2
sushi,tacos,2
caprese_salad,hamburger,2
caprese_salad,filet_mignon,2
cheese_plate,chicken_curry,2
cheese_plate,chicken_quesadilla,2
falafel,ramen,2
beef_tartare,grilled_salmon,2
beef_tartare,ceviche,2
onion_rings,prime_rib,2
fish_and_chips,takoyaki,2
fish_and_chips,pancakes,2
scallops,tuna_tartare,2
lasagna,tuna_tartare,2
prime_rib,tuna_tartare,2
eggs_benedict,tuna_tartare,2
beef_tartare,bruschetta,2
greek_salad,poutine,2
deviled_eggs,sashimi,2
beet_salad,edamame,2
ceviche,chicken_quesadilla,2
carrot_cake,falafel,2
carrot_cake,ravioli,2
caprese_salad,tuna_tartare,2
cheesecake,frozen_yogurt,2
cheesecake,red_velvet_cake,2
pizza,shrimp_and_grits,2
lasagna,spring_rolls,2
foie_gras,tuna_tartare,2
ceviche,tuna_tartare,2
beignets,french_onion_soup,2
beignets,french_toast,2
french_onion_soup,spring_rolls,2
ramen,samosa,2
pancakes,samosa,2
prime_rib,pulled_pork_sandwich,2
chocolate_cake,risotto,2
chocolate_cake,french_onion_soup,2
chocolate_mousse,eggs_benedict,2
poutine,pulled_pork_sandwich,2
filet_mignon,nachos,2
hot_dog,spring_rolls,2
grilled_cheese_sandwich,onion_rings,2
caesar_salad,spaghetti_carbonara,2
eggs_benedict,french_onion_soup,2
beet_salad,cheese_plate,2
cheese_plate,peking_duck,2
strawberry_shortcake,waffles,2
pancakes,panna_cotta,2
croque_madame,filet_mignon,2
hamburger,spaghetti_bolognese,2
caprese_salad,hummus,2
huevos_rancheros,hummus,2
beef_carpaccio,tuna_tartare,2
beef_carpaccio,foie_gras,2
beef_carpaccio,huevos_rancheros,2
chocolate_cake,red_velvet_cake,2
grilled_salmon,steak,2
cheese_plate,sushi,2
cheese_plate,cheesecake,2
edamame,seaweed_salad,2
ceviche,seaweed_salad,2
cheese_plate,waffles,2
grilled_salmon,takoyaki,2
chicken_quesadilla,nachos,2
carrot_cake,creme_brulee,2
dumplings,red_velvet_cake,2
red_velvet_cake,sashimi,2
bruschetta,caesar_salad,2
churros,onion_rings,2
foie_gras,tiramisu,2
chicken_wings,pancakes,2
garlic_bread,pulled_pork_sandwich,2
garlic_bread,samosa,2
caprese_salad,garlic_bread,2
carrot_cake,chocolate_mousse,2
fried_rice,prime_rib,2
creme_brulee,fried_rice,2
croque_madame,sushi,2
hamburger,lasagna,2
hamburger,huevos_rancheros,2
crab_cakes,ravioli,2
crab_cakes,pancakes,2
breakfast_burrito,macarons,2
gyoza,onion_rings,2
garlic_bread,gyoza,2
cheese_plate,macarons,2
macarons,spaghetti_bolognese,2
carrot_cake,panna_cotta,2
gnocchi,lobster_bisque,2
gnocchi,pancakes,2
macaroni_and_cheese,pizza,2
bruschetta,fried_calamari,2
bruschetta,poutine,2
chicken_curry,paella,2
croque_madame,paella,2
bread_pudding,french_toast,2
beef_tartare,fried_calamari,2
beef_tartare,eggs_benedict,2
beef_tartare,prime_rib,2
bruschetta,prime_rib,2
bruschetta,croque_madame,2
pork_chop,shrimp_and_grits,2
french_fries,pulled_pork_sandwich,2
beet_salad,filet_mignon,2
french_toast,paella,2
paella,ravioli,2
paella,pancakes,2
guacamole,pulled_pork_sandwich,2
guacamole,waffles,2
bread_pudding,cannoli,2
prime_rib,sushi,2
cup_cakes,peking_duck,2
chicken_wings,cup_cakes,2
omelette,pad_thai,2
french_toast,greek_salad,2
grilled_cheese_sandwich,lobster_roll_sandwich,2
deviled_eggs,pork_chop,2
cannoli,pork_chop,2
dumplings,fish_and_chips,2
deviled_eggs,french_toast,2
french_toast,scallops,2
caprese_salad,falafel,2
falafel,hamburger,2
macaroni_and_cheese,prime_rib,2
escargots,macaroni_and_cheese,2
creme_brulee,panna_cotta,2
hummus,panna_cotta,2
eggs_benedict,onion_rings,2
bruschetta,grilled_salmon,2
ceviche,steak,2
apple_pie,spaghetti_carbonara,2
apple_pie,spaghetti_bolognese,2
grilled_salmon,tacos,2
greek_salad,grilled_salmon,2
beignets,escargots,2
escargots,hamburger,2
apple_pie,cannoli,2
grilled_salmon,scallops,2
omelette,spaghetti_bolognese,2
huevos_rancheros,omelette,2
churros,eggs_benedict,2
chocolate_cake,churros,2
paella,prime_rib,2
chocolate_cake,grilled_salmon,2
beef_tartare,croque_madame,2
bread_pudding,pizza,2
bread_pudding,spaghetti_bolognese,2
ceviche,pizza,2
chicken_quesadilla,pizza,2
fried_calamari,huevos_rancheros,2
french_toast,hummus,2
huevos_rancheros,ravioli,2
huevos_rancheros,tuna_tartare,2
croque_madame,huevos_rancheros,2
edamame,mussels,2
huevos_rancheros,shrimp_and_grits,2
french_onion_soup,pho,2
garlic_bread,hummus,2
macaroni_and_cheese,nachos,2
deviled_eggs,nachos,2
chicken_curry,churros,2
ceviche,falafel,2
croque_madame,pizza,2
clam_chowder,dumplings,2
cannoli,dumplings,2
fish_and_chips,hot_dog,2
hot_dog,onion_rings,2
edamame,ravioli,2
creme_brulee,escargots,2
garlic_bread,lobster_roll_sandwich,2
french_onion_soup,garlic_bread,2
chicken_quesadilla,fried_calamari,2
fried_calamari,lasagna,2
cheese_plate,grilled_cheese_sandwich,2
baby_back_ribs,grilled_cheese_sandwich,2
lobster_roll_sandwich,onion_rings,2
grilled_salmon,pad_thai,2
chicken_wings,waffles,2
caprese_salad,panna_cotta,2
beet_salad,red_velvet_cake,2
bruschetta,mussels,2
filet_mignon,guacamole,2
hummus,spaghetti_bolognese,2
ceviche,hummus,2
hummus,pho,2
apple_pie,chicken_wings,2
beef_carpaccio,lobster_bisque,2
gnocchi,ravioli,2
ice_cream,pad_thai,2
cup_cakes,deviled_eggs,2
crab_cakes,french_fries,2
french_onion_soup,hamburger,2
greek_salad,hamburger,2
bruschetta,fish_and_chips,2
beignets,samosa,2
falafel,grilled_salmon,2
escargots,spaghetti_bolognese,2
bibimbap,pho,2
hummus,spaghetti_carbonara,2
beef_tartare,frozen_yogurt,2
croque_madame,deviled_eggs,2
croque_madame,foie_gras,2
french_toast,grilled_salmon,2
caprese_salad,ice_cream,2
beet_salad,strawberry_shortcake,2
nachos,sashimi,2
bibimbap,cannoli,2
fried_calamari,tacos,2
ravioli,tacos,2
peking_duck,spaghetti_bolognese,2
eggs_benedict,hot_dog,2
caprese_salad,hot_dog,2
ceviche,ice_cream,2
ceviche,lasagna,2
lasagna,spaghetti_bolognese,2
lasagna,pad_thai,2
breakfast_burrito,spaghetti_bolognese,2
chicken_curry,mussels,2
beef_tartare,beet_salad,2
beef_tartare,peking_duck,2
pad_thai,scallops,2
hot_and_sour_soup,seaweed_salad,2
pho,seaweed_salad,2
ravioli,sashimi,2
prime_rib,ravioli,2
pulled_pork_sandwich,spaghetti_carbonara,2
chocolate_mousse,filet_mignon,2
grilled_cheese_sandwich,pancakes,2
grilled_cheese_sandwich,omelette,2
carrot_cake,tiramisu,2
baklava,grilled_cheese_sandwich,2
croque_madame,tiramisu,2
prime_rib,shrimp_and_grits,2
deviled_eggs,edamame,2
gnocchi,poutine,2
